playerID,teamID,HR,BB,HBP,SO,IP,ERA
petrija01,CHA,0,10,1,10,19.3333,3.26
pettian01,NYA,17,48,4,128,185.3333,3.74
pettijo02,PHI,9,38,5,66,100.3333,4.04
phelpda01,NYA,8,35,5,79,86.6667,4.98
phillza01,MIA,0,3,0,1,1.6667,5.4
pimenst01,PIT,0,2,0,9,9.3333,1.93
pomerdr01,COL,4,19,1,19,21.6667,6.23
porceri01,DET,18,42,3,142,177.0000,4.32
pressry01,MIN,5,27,0,49,76.6667,3.87
priceda01,TBA,16,27,3,151,186.6667,3.33
pryorst01,SEA,0,1,0,7,7.3333,0
purceda01,CHA,2,17,2,23,25.3333,2.13
putkolu01,DET,4,9,0,28,29.6667,3.03
putnaza01,CHN,1,0,0,4,3.3333,18.9
putzjj01,ARI,4,17,0,38,34.3333,2.36
quallch01,MIA,4,19,2,49,62.0000,2.61
quintjo01,CHA,23,56,5,164,200.0000,3.51
raburry01,CLE,0,0,0,1,1.0000,0
raleybr01,CHN,2,8,2,14,14.0000,5.14
ramirer02,SEA,12,26,3,57,72.3333,4.98
ramirjc01,PHI,6,15,0,16,24.0000,7.5
ramirra02,SFN,2,5,0,0,5.6667,11.12
ramosaj01,MIA,4,43,2,86,80.0000,3.15
ramosce01,TBA,6,22,2,53,67.3333,4.14
rapadcl01,CLE,0,2,0,0,2.0000,0
rasmuco02,ATL,4,3,0,6,6.6667,8.1
rasmuco02,LAA,2,10,0,14,15.0000,4.2
rauchjo01,MIA,1,7,1,15,16.6667,7.56
reckean01,NYN,1,1,0,0,1.0000,18
redmoto01,TOR,13,23,6,76,77.0000,4.32
reedad01,CHA,6,23,2,72,71.3333,3.79
reedev01,DET,2,8,1,17,23.3333,4.24
reidry01,PIT,1,3,2,7,11.0000,1.64
resopch01,OAK,3,10,2,13,18.0000,6
reynogr01,CIN,5,6,4,13,29.3333,5.52
reynoma02,ARI,2,5,1,23,27.3333,1.98
ricesc01,NYN,1,27,2,41,51.0000,3.71
richacl01,SDN,13,21,0,24,52.6667,7.01
richaga01,LAA,12,44,1,101,145.0000,4.16
rienzan01,CHA,11,28,2,38,56.0000,4.82
riverma01,NYA,6,9,1,54,64.0000,2.11
roarkta01,WAS,1,11,0,40,53.6667,1.51
roberda08,NYA,5,18,2,77,66.3333,2.04
roberty01,MIN,1,0,0,2,1.0000,9
roblema01,PHI,0,3,0,6,4.6667,1.93
rodnefe01,TBA,3,36,1,82,66.6667,3.38
rodrifr03,MIL,2,9,0,26,24.6667,1.09
rodrifr03,BAL,5,5,1,28,22.0000,4.5
rodrihe03,WAS,1,16,1,11,18.0000,4
rodrihe03,CHN,1,4,1,1,4.0000,4.5
rodrist02,LAN,5,19,2,63,54.3333,2.32
rodriwa01,PIT,10,12,4,46,62.6667,3.59
roech01,ARI,3,13,0,24,22.3333,4.03
roenijo01,MIN,6,36,1,45,62.0000,4.35
rogeres01,TOR,21,44,6,96,137.6667,4.77
romeren01,TBA,0,4,0,0,4.6667,0
romerri01,TOR,2,8,1,5,7.3333,11.05
romose01,SFN,5,12,1,58,60.3333,2.54
rondobr01,DET,2,11,0,30,28.6667,3.45
rondohe01,CHN,6,25,3,44,54.6667,4.77
rosarsa02,SFN,1,20,0,24,41.6667,3.02
rosenbj01,PHI,0,9,0,19,19.6667,4.58
rosentr01,SLN,4,20,6,108,75.3333,2.63
rosscza01,CHN,1,7,0,7,6.6667,1.35
rossro01,TEX,4,19,5,58,62.3333,3.03
rossty01,SDN,8,44,7,119,125.0000,3.17
rothmi01,LAA,0,6,1,17,20.0000,7.2
ruffich01,SEA,3,5,2,15,9.6667,8.38
rusinch01,CHN,8,24,3,36,66.3333,3.93
russeja02,CHN,7,18,1,37,52.6667,3.59
ryuhy01,LAN,15,49,1,154,192.0000,3
rzepcma01,SLN,1,4,1,9,10.3333,7.84
rzepcma01,CLE,1,6,3,20,20.3333,0.89
sabatcc01,NYA,28,65,4,175,211.0000,4.78
salasfe01,SLN,3,6,1,22,28.0000,4.5
salazda01,CLE,7,15,0,65,52.0000,3.12
salech01,CHA,23,46,14,226,214.3333,3.07
samarje01,CHN,25,78,8,214,213.6667,4.34
sanabal01,MIA,10,25,4,31,55.3333,4.88
sanchan01,DET,9,54,2,202,182.0000,2.57
sanched01,CHN,1,5,0,5,6.3333,5.68
sanchjo01,PIT,7,8,2,15,13.6667,11.85
santaer01,KCA,26,51,6,161,211.0000,3.24
santihe01,CHA,17,72,15,137,149.0000,3.56
santose01,TOR,1,4,0,28,25.6667,1.75
saundjo01,SEA,25,61,4,107,183.0000,5.26
saverjo01,PHI,1,11,0,14,20.0000,3.15
scahiro01,COL,5,9,4,20,33.3333,5.13
schepta01,TEX,6,24,7,59,76.6667,1.88
scherma01,DET,18,56,4,240,214.3333,2.9
schumsk01,LAN,0,3,0,1,2.0000,0
scribev01,OAK,3,7,0,19,26.6667,4.39
shawbr01,CLE,4,28,4,73,75.0000,3.24
shielja02,KCA,20,68,8,196,228.6667,3.15
shoemma01,LAA,0,2,0,5,5.0000,0
siegrke01,SLN,1,18,1,50,39.6667,0.45
simonal01,CIN,8,26,8,63,87.6667,2.87
sippto01,ARI,6,22,3,42,37.6667,4.78
skaggty01,ARI,7,15,2,36,38.6667,5.12
sloweke01,MIA,12,18,4,76,92.0000,4.11
smithbu03,SDN,9,21,0,46,36.3333,6.44
smithjo05,CLE,5,23,3,54,63.0000,2.29
smithwi04,KCA,6,7,1,43,33.3333,3.24
smylydr01,DET,4,17,1,81,76.0000,2.37
soriajo01,TEX,2,14,1,28,23.6667,3.8
soriara01,WAS,7,17,0,51,66.6667,3.11
spruize01,ARI,3,5,1,9,11.3333,5.56
stammcr01,WAS,4,27,2,79,81.6667,2.76
stangda01,LAA,1,2,0,1,1.6667,16.2
staufti01,SDN,7,20,4,64,69.6667,3.75
stinsjo01,BAL,4,3,1,12,17.0000,3.18
storedr01,WAS,7,19,1,58,61.6667,4.52
storemi01,TOR,0,1,0,6,4.0000,6.75
straida01,OAK,16,57,7,124,152.3333,3.96
strasst01,WAS,16,56,12,191,183.0000,3
streehu01,SDN,12,14,0,46,56.6667,2.7
stroppe01,BAL,4,15,2,24,22.3333,7.25
stroppe01,CHN,1,11,4,42,35.0000,2.83
stulter01,SDN,18,40,2,131,203.6667,3.93
stutemi01,PHI,1,8,1,9,17.6667,4.58
surkaer01,SFN,2,0,2,0,2.6667,23.63
swarzan01,MIN,7,22,1,69,96.0000,2.91
takahhi01,CHN,1,2,0,3,3.0000,6
tazawju01,BOS,9,12,1,72,68.3333,3.16
teafoev01,KCA,0,0,0,0,0.6667,0
teherju01,ATL,22,45,13,170,185.6667,3.2
tepesni01,TEX,12,27,7,76,93.0000,4.84
thatcjo01,SDN,3,4,1,29,30.0000,2.1
thatcjo01,ARI,1,6,0,7,9.3333,6.75
thayeda01,SDN,8,22,2,64,65.0000,3.32
thielca01,MIN,4,14,0,39,46.0000,1.76
thornma01,CHA,4,10,2,21,28.0000,3.86
thornma01,BOS,0,5,0,9,15.3333,3.52
thornty01,MIL,1,26,3,48,66.6667,2.03
tillmch01,BAL,33,68,3,179,206.3333,3.71
tollesh01,LAN,0,2,0,0,0.0000,0
tomlijo01,CLE,0,0,0,0,2.0000,0
tonkimi01,MIN,0,3,0,10,11.3333,0.79
torreal01,TBA,1,20,3,62,58.0000,1.71
torreca01,NYN,15,17,4,75,86.3333,3.44
troncra01,CHA,4,16,1,18,30.0000,4.5
turneja01,MIA,11,54,4,77,118.0000,3.74
ueharko01,BOS,5,9,1,101,74.3333,1.09
valdelu01,BAL,1,2,0,4,2.3333,7.71
valdera02,PHI,7,8,2,37,35.0000,7.46
valvejo01,DET,6,6,2,19,19.3333,5.59
vargaja01,LAA,17,46,5,109,150.0000,4.02
varvaan01,ATL,3,25,1,43,73.3333,2.82
vealdo01,CHA,3,16,0,29,29.3333,4.6
ventuyo01,KCA,3,6,0,11,15.3333,3.52
verasjo01,HOU,4,14,3,44,43.0000,2.93
verasjo01,DET,2,8,1,16,19.6667,3.2
verlaju01,DET,19,75,4,217,218.3333,3.46
villabr02,DET,1,8,0,6,4.3333,20.77
villabr02,BOS,0,1,0,0,0.0000,0
villaca01,CHN,14,40,3,103,128.6667,4.06
villape01,CIN,4,3,0,4,5.6667,12.71
vinceni01,SDN,1,11,2,49,46.3333,2.14
vogelry01,SFN,15,38,6,67,103.6667,5.73
volqued01,SDN,14,69,3,116,142.3333,6.01
volqued01,LAN,5,8,0,26,28.0000,4.18
volstch01,COL,1,1,2,3,8.3333,10.8
wachami01,SLN,5,19,0,65,64.6667,2.78
wagnene01,TOR,5,13,1,33,38.0000,3.79
wainwad01,SLN,15,35,6,219,241.6667,2.94
waldejo01,ATL,4,14,1,54,47.0000,3.45
walketa01,SEA,0,4,0,12,15.0000,3.6
walljo02,LAN,2,6,0,7,7.0000,18
waltepj01,MIN,5,18,1,22,39.3333,5.95
wangch01,TOR,5,9,0,14,27.0000,7.67
warread01,NYA,10,30,2,64,77.0000,3.39
watsoto01,PIT,5,12,6,54,71.6667,2.39
weaveje02,LAA,17,37,7,117,154.3333,3.27
webbda01,CHA,0,4,0,10,11.3333,3.18
webbry01,MIA,5,27,2,54,80.3333,2.91
weberth01,SDN,1,5,0,6,9.0000,2
weberth01,TOR,1,3,0,4,6.0000,3
webstal01,BOS,7,18,2,23,30.3333,8.6
welkedu01,PIT,0,0,0,1,1.3333,0
wellsca01,CHA,0,1,0,1,1.0000,0
wellsca01,PHI,0,3,0,0,0.6667,67.5
westbja01,SLN,7,50,10,44,116.6667,4.63
wheelza01,NYN,10,46,4,84,100.0000,3.42
wilheto01,SEA,2,33,1,45,59.0000,4.12
willije02,LAA,23,55,4,107,169.3333,4.57
wilsoal01,BOS,0,14,1,22,27.6667,4.88
wilsobr01,LAN,0,4,0,13,13.6667,0.66
wilsocj01,LAA,15,85,8,188,212.3333,3.39
wilsoju10,PIT,4,28,3,59,73.6667,2.08
withrch01,LAN,5,13,0,43,34.6667,2.6
wolfro01,TEX,5,15,1,21,47.6667,4.15
woodal02,ATL,3,27,1,77,77.6667,3.13
woodbl01,CLE,0,3,0,1,1.3333,0
woodtr01,CHN,18,66,8,144,200.0000,3.11
wootero01,MIL,1,8,1,18,27.6667,3.9
workmbr01,BOS,5,15,0,47,41.6667,4.97
worleva01,MIN,9,15,3,25,48.6667,7.21
wrighja01,TBA,4,23,5,65,70.0000,3.09
wrighst01,BOS,0,9,1,10,13.3333,5.4
wrighwe01,HOU,5,16,3,40,41.3333,3.92
wrighwe01,TBA,2,3,0,15,12.3333,2.92
zagurmi01,PIT,1,8,1,5,6.0000,15
zagurmi01,NYA,0,0,1,0,0.3333,54
zeidjo01,HOU,3,12,1,24,27.6667,3.9
zieglbr01,ARI,3,22,3,44,73.0000,2.22
zimmejo02,WAS,19,40,7,161,213.3333,3.25
zitoba01,SFN,19,54,4,86,133.3333,5.74
